period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2004,NH,New Hampshire,NG,Natural Gas,,2241,,606,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NH,New Hampshire,COL,Coal,,4047,,5944,,37066,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NE,Nebraska,ALL,Total,1467,21337,3.1,50366,4.7,74690,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NE,Nebraska,PET,Petroleum,,21,,181,,32,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NE,Nebraska,OTH,Other,,0,,690,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NE,Nebraska,NG,Natural Gas,,182,,527,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NE,Nebraska,COL,Coal,,21134,,48968,,74657,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,ND,North Dakota,ALL,Total,2253,30657,5.4,80182,10.1,150582,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,ND,North Dakota,PET,Petroleum,,39,,75,,90,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,ND,North Dakota,OTH,Other,,0,,312,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,ND,North Dakota,NG,Natural Gas,,29,,80,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,ND,North Dakota,COL,Coal,,30589,,79714,,150488,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OK,Oklahoma,OTH,Other,,128,,1669,,2994,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OK,Oklahoma,NG,Natural Gas,,11763,,17501,,72,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OK,Oklahoma,COL,Coal,,35507,,65824,,108869,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OK,Oklahoma,ALL,Total,1726,47638,2.8,85140,3.8,113906,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OK,Oklahoma,PET,Petroleum,,240,,472,,1980,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OH,Ohio,ALL,Total,1850,124744,3.7,276820,15.6,1156982,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OH,Ohio,PET,Petroleum,,1431,,1443,,4203,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OH,Ohio,OTH,Other,,14,,1661,,2254,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OH,Ohio,NG,Natural Gas,,1187,,1746,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,OH,Ohio,COL,Coal,,122112,,271970,,1150521,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MS,Mississippi,ALL,Total,1289,25591,2.5,55071,4.6,99399,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MS,Mississippi,PET,Petroleum,,2270,,11475,,17737,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MS,Mississippi,OTH,Other,,9,,4063,,12946,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MS,Mississippi,NG,Natural Gas,,6232,,5935,,186,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MS,Mississippi,COL,Coal,,17081,,33594,,68531,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MO,Missouri,ALL,Total,1961,78111,2.9,128778,6.8,297197,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MO,Missouri,PET,Petroleum,,197,,446,,3779,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MO,Missouri,OTH,Other,,104,,246,,764,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MO,Missouri,NG,Natural Gas,,1351,,2412,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MO,Missouri,COL,Coal,,76459,,125667,,292645,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MN,Minnesota,ALL,Total,1637,38954,3.9,101489,4.5,119027,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MN,Minnesota,PET,Petroleum,,834,,2843,,19062,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MN,Minnesota,OTH,Other,,364,,6126,,4683,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MN,Minnesota,NG,Natural Gas,,1127,,2572,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MN,Minnesota,COL,Coal,,36629,,91330,,95334,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MI,Michigan,ALL,Total,1459,78572,2.3,136977,6.5,386930,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MI,Michigan,PET,Petroleum,,1433,,4189,,25957,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MI,Michigan,OTH,Other,,555,,12765,,6386,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MI,Michigan,NG,Natural Gas,,7613,,5050,,35,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MI,Michigan,COL,Coal,,68971,,116307,,354593,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,ME,Maine,ALL,Total,851,7390,1.4,13676,2.3,21901,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,ME,Maine,PET,Petroleum,,2010,,2489,,10169,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,ME,Maine,OTH,Other,,453,,8400,,10030,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,ME,Maine,NG,Natural Gas,,4272,,2625,,20,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,ME,Maine,COL,Coal,,655,,951,,1726,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MD,Maryland,ALL,Total,1368,32367,2.8,72145,11.7,304838,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MD,Maryland,PET,Petroleum,,2839,,8101,,14696,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MD,Maryland,OTH,Other,,599,,5740,,2769,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MD,Maryland,NG,Natural Gas,,743,,3083,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MD,Maryland,COL,Coal,,28186,,56321,,287448,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MA,Massachusetts,ALL,Total,1217,26285,1.5,36473,3.5,83738,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MA,Massachusetts,PET,Petroleum,,6220,,9683,,38210,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MA,Massachusetts,OTH,Other,,1299,,10423,,403,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MA,Massachusetts,NG,Natural Gas,,9051,,4494,,64,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MA,Massachusetts,COL,Coal,,9715,,15070,,45178,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,LA,Louisiana,ALL,Total,1321,58958,2.4,117386,3,145980,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,LA,Louisiana,PET,Petroleum,,4400,,4609,,21639,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,LA,Louisiana,OTH,Other,,305,,16696,,27810,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,LA,Louisiana,NG,Natural Gas,,29312,,54949,,288,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,LA,Louisiana,COL,Coal,,24942,,41133,,96242,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NC,North Carolina,ALL,Total,1277,73304,2,127812,8,502307,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NC,North Carolina,PET,Petroleum,,967,,977,,2259,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NC,North Carolina,OTH,Other,,106,,2134,,11841,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NC,North Carolina,NG,Natural Gas,,1178,,688,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,NC,North Carolina,COL,Coal,,71053,,124104,,488210,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MT,Montana,ALL,Total,1612,19625,2.9,39059,1.9,25381,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MT,Montana,PET,Petroleum,,827,,430,,2653,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MT,Montana,OTH,Other,,5,,1581,,1755,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MT,Montana,NG,Natural Gas,,125,,151,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,MT,Montana,COL,Coal,,18669,,36899,,20971,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AR,Arkansas,ALL,Total,1222,28844,1.9,48796,3.7,96059,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AR,Arkansas,PET,Petroleum,,560,,905,,3546,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AR,Arkansas,OTH,Other,,2,,5233,,14015,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AR,Arkansas,NG,Natural Gas,,2666,,2387,,21,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AR,Arkansas,COL,Coal,,25615,,40270,,78479,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AL,Alabama,COL,Coal,,72175,,132516,,424044,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AL,Alabama,ALL,Total,1303,81328,2.2,150283,6.6,450622,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AL,Alabama,PET,Petroleum,,1229,,497,,1176,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AL,Alabama,OTH,Other,,40,,7437,,25354,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AL,Alabama,NG,Natural Gas,,7884,,9832,,49,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AK,Alaska,NG,Natural Gas,,2803,,16637,,15,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AK,Alaska,COL,Coal,,1318,,2715,,2352,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AK,Alaska,ALL,Total,1610,4777,8.4,27424,1.5,4791,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AK,Alaska,PET,Petroleum,,656,,7875,,2422,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,AK,Alaska,OTH,Other,,0,,197,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,DC,District of Columbia,ALL,Total,3377,56,10.3,187,9.5,173,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,DC,District of Columbia,PET,Petroleum,,56,,187,,173,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,CT,Connecticut,ALL,Total,702,10406,.6,10243,.4,7188,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,CT,Connecticut,PET,Petroleum,,1685,,2319,,4091,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,CT,Connecticut,OTH,Other,,1200,,6509,,283,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,CT,Connecticut,NG,Natural Gas,,3321,,817,,13,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,CT,Connecticut,COL,Coal,,4200,,2679,,2847,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,CO,Colorado,ALL,Total,1893,41180,3.1,73750,2.7,65040,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,CO,Colorado,PET,Petroleum,,15,,90,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2004,CO,Colorado,OTH,Other,,1,,1232,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
